nom;adresse;cp;commune;code_insee;nb_ruches;Longitude;Latitude
18077005;la garenne;18140;SEVRY;18251;32;2.80473;47.137
18077005;limosin;18140;JUSSY LE CHAUDRIER;18120;61;2.92026;47.1216
18077005;les chenes;18140;COUY;18077;86;2.83294;47.113
18075001;GIVRY;18320;COURS LES BARRES;18075;4;3.0676;47.0138
18069002;la tranchasse;18200;COLOMBIERS;18069;12;2.55306;46.6812
18065005;les bindet;18160;CHEZAL BENOIT;18065;14;2.11226;46.8271
18065005; chezal benoit;18160;CHEZAL BENOIT;18065;15;2.11226;46.8271
18065001;Rossine;18160;SAINT HILAIRE EN LIGNIERES;18216;10;2.13438;46.7894
18065001;Bourrisson;18600;SANCOINS;18242;4;2.93315;46.8067
18065001;Ruesse des Ajoncs;18160;CHEZAL BENOIT;18065;8;2.11155;46.8279
18065001;Brandes des Plins;18160;CHEZAL BENOIT;18065;9;2.12608;46.8217
18057008;le chaumat;18370;CHATEAUMEILLANT;18057;4;2.22092;46.5379
18057003;6 rue de la promenade;18370;CHATEAUMEILLANT;18057;3;2.1962;46.5599
18052004;la bedoire;18210;COUST;18076;2;2.58464;46.6905
18052004;les cris;18210;CHARENTON DU CHER;18052;3;2.62621;46.7204
18052004;brebeurre;18210;CHARENTON DU CHER;18052;3;2.62774;46.7241
18052004;les naudins;18210;COUST;18076;6;2.58619;46.703
18052001;laugere;18210;CHARENTON DU CHER;18052;10;2.67866;46.7372
18049010;117 route de bourges;18140;CHAPELLE MONTLINARD;18049;7;2.96737;47.1646
18042001;La celle;18200;CELLE;18042;3;2.44318;46.7707
18038002;NOHANT;18200;BRUERE ALLICHAMPS;18038;5;2.40611;46.8018
18037005;les quatre vents;18410;BRINON SUR SAULDRE;18037;12;2.26898;47.5375
18037004;les réaux;18410;BRINON SUR SAULDRE;18037;9;2.21066;47.5507
18033313;Pierrelay;18000;BOURGES;18033;4;2.34151;47.0812
18033120;8 rue Buffon;18000;BOURGES;18033;2;2.38198;47.073
18033117;chemin des prébendes;18000;BOURGES;18033;1;2.40487;47.0853
18033114;les piquettes;18390;SAINT GERMAIN DU PUY;18213;2;2.4817;47.0982
18033113;7 rue lavoisier;18000;BOURGES;18033;2;2.39624;47.0962
18033111;63 Rue de Lazenay;18000;BOURGES;18033;2;2.39903;47.0677
18033108;chemin des charbonneaux;18000;BOURGES;18033;1;2.38057;47.0828
18033107;chemin des robinson;18000;BOURGES;18033;2;2.39619;47.0708
18033103;route de chateauneuf;18190;CORQUOY;18073;4;2.29738;46.8877
18033103;les vallées RN 76;18000;BOURGES;18033;6;2.38691;47.0531
18033086;Billeron;18220;SAINTE SOLANGE;18235;9;2.57969;47.1515
18033059;les goulevents;18000;BOURGES;18033;15;2.37868;47.0734
18033059;les cocuas;18290;PLOU;18181;6;2.13611;47.043
18033056;domaine horticole;18000;BOURGES;18033;1;2.36365;47.0711
18033056;7  rue Félix Chedin;18000;BOURGES;18033;1;2.395;47.097
18033056;hôtel de ville;18000;BOURGES;18033;2;2.39863;47.0844
18033056;école de musique;18000;BOURGES;18033;2;2.3911;47.0809
18033056;27  allées Auguste RODIN;18000;BOURGES;18033;3;2.40629;47.0602
18033051;Chemin de la Grenouille;18150;GERMIGNY L EXEMPT;18101;7;2.90392;46.9198
18033036;109   avenue Francois Mitterrand;18000;BOURGES;18033;10;2.43103;47.0837
18033033;chemin des vignes de chappe;18000;BOURGES;18033;8;2.43732;47.0927
18033032;bois des loges;18340;LEVET;18126;8;2.41012;46.9271
18033029;levet;18340;LEVET;18126;10;2.40118;46.9265
18033029;germigny;18000;BOURGES;18033;10;2.40197;47.085
18033029;Louy;18340;ARCAY;18008;15;2.37007;46.936
18033029;Mme Pont;18340;ARCAY;18008;15;2.34732;46.9827
18033029;pigeonnerie;18140;PRECY;18184;15;2.93428;47.1016
18033029;Thureau St Jean;18570;SUBDRAY;18255;15;2.29414;47.0108
18033029;fringale;18390;SAINT GERMAIN DU PUY;18213;15;2.48798;47.1101
18033029;nohant en gout;18390;NOHANT EN GOUT;18166;15;2.57072;47.0989
18033029;guenoiterie;18390;SAINT GERMAIN DU PUY;18213;15;2.45423;47.1101
18033029;chateauneuf cher;18190;CHATEAUNEUF SUR CHER;18058;15;2.32179;46.8588
18033029;Chemin de Villeneuve;18000;BOURGES;18033;5;2.34935;47.0583
18033029;boiret  AR257 et 147  lisserot;18000;BOURGES;18033;5;2.37803;47.0668
18033020;111 avenue Marcel Sambat;18000;BOURGES;18033;1;2.42161;47.0783
18033020;le crot a la maraine;18340;CROSSES;18081;5;2.53976;47.0093
18033017;chateau de lauroy;18410;CLEMONT;18067;3;2.31509;47.566
18033017;la métairie;18410;CLEMONT;18067;6;2.34319;47.566
18033002;4 chemin de beaulieu;18000;BOURGES;18033;1;2.34839;47.0572
18032004;Les Fouchards  chemin de la carrière;18240;BOULLERET;18032;2;2.87873;47.4209
18032004;10  route Ménétreau;18240;BOULLERET;18032;3;2.87697;47.4273
18031004;10  rue de la gendarmerie;18350;BLET;18031;3;2.73288;46.8937
18031003;18 route de Bourges;18350;BLET;18031;6;2.72856;46.8969
18030007;le chezeau;18410;BLANCAFORT;18030;3;2.59497;47.5134
18030007;les thureaux;18410;BLANCAFORT;18030;4;2.6;47.5314
18030004;vallée Marion;18300;FEUX;18094;3;2.84733;47.2309
18026002;la brosse;18240;LERE;18125;4;2.84655;47.4669
18026002;la croix de pierre;18240;LERE;18125;4;2.86662;47.4702
18026002;le vernet;18240;SANTRANGES;18243;6;2.74607;47.4926
18026002;le fourneau;18240;SANTRANGES;18243;6;2.7613;47.4953
18026002;montraffault;18240;SURY PRES LERE;18257;6;2.84993;47.4785
18026002;le saulat;18240;SAVIGNY EN SANCERRE;18246;6;2.81905;47.449
18026002;le dordon;18240;BELLEVILLE SUR LOIRE;18026;6;2.83784;47.5048
18026002;les mardelles;18240;BELLEVILLE SUR LOIRE;18026;6;2.83703;47.499
18023001;carrière;18340;CROSSES;18081;5;2.58375;47.0073
18017004;la tibeauderie;18600;AUGY SUR AUBOIS;18017;2;2.85774;46.7764
18016005;La Boirie;18120;MEREAU;18148;5;2.07275;47.1722
18015013;le puits d enfer;18700;AUBIGNY SUR NERE;18015;5;2.43899;47.4889
18015006;Parcelle BK79 les taillis;18700;AUBIGNY SUR NERE;18015;5;2.43535;47.4873
18013081;le crot du cheval;18150;CUFFY;18082;12;3.06694;46.9597
18012001;16  rue de la courtine;18140;ARGENVIERES;18012;10;2.99609;47.1341
18011005;vallée Marion;18300;FEUX;18094;2;2.84733;47.2309
18011005;30 rue LAKANAL;18410;ARGENT SUR SAULDRE;18011;6;2.44377;47.5587
18009001;Le bourg;18200;ARCOMPS;18009;36;2.42357;46.6766
18006003; ;18130;COGNY;18068;25;2.65572;46.8499
18006003; ;18210;THAUMIERS;18261;25;2.65399;46.8221
18006003;Chambon;18130;SAINT DENIS DE PALIN;18204;25;2.51886;46.9767
18006003; ;18350;CORNUSSE;18072;26;2.72916;46.9548
18006003;Gorgeat;18130;VORNAY;18289;28;2.59203;46.9628
18006003;Bois Nonet;18130;OSMERY;18173;28;2.65735;46.9371
18006003;Villaine;18130;DUN SUR AURON;18087;29;2.52953;46.8853
18006003; ;18130;DUN SUR AURON;18087;30;2.57201;46.8876
18004001;boursac;18110;ALLOGNY;18004;10;2.28174;47.21
18003008;BELLEVUE;18390;NOHANT EN GOUT;18166;1;2.5769;47.0998
18003007;les milliches;18220;RIANS;18194;2;2.61341;47.1852
18003006;L  étang;18140;HERRY;18110;1;2.95047;47.2153
18003006;Malvettes;18220;RIANS;18194;1;2.59454;47.1706
18003006;Sommerere;18380;PRESLY;18185;1;2.37215;47.3714
18003006;La Pluie;18220;MOROGUES;18156;1;2.57608;47.2599
18003006;Les Aubiers;18330;NANCAY;18159;1;2.14663;47.3894
18003006;La Grognarde;18330;NANCAY;18159;1;2.19469;47.3506
18003006;Les Velluets;18380;PRESLY;18185;1;2.31602;47.3692
18003006;Boulaire;18380;MERY ES BOIS;18149;1;2.34307;47.3188
18003006;Grosse Borne;18220;MOROGUES;18156;1;2.57597;47.2825
18003006;Le Petit Menet;18330;NANCAY;18159;1;2.19777;47.365
18003006;Les Defaix;18250;CHAPELOTTE;18051;1;2.59448;47.3103
18003006;Bois des Brosses;18220;BRECY;18035;1;2.61066;47.1436
18003006;Le Cro Boucan;18300;SAINT SATUR;18233;1;2.85693;47.3487
18003006;Terre des Contents;18380;PRESLY;18185;1;2.30972;47.4078
18003006;La Chapelle;18220;BRECY;18035;30;2.62137;47.1235
18003006;Bois de Bussede;18220;RIANS;18194;60;2.64578;47.1983
18003006;Beaumont;18510;MENETOU SALON;18145;60;2.4562;47.2454
18003006;Les Poirioux;18220;SAINTE SOLANGE;18235;64;2.54742;47.1735
18003006;Champ de Beaumont;18220;PARASSY;18176;70;2.52422;47.2082
18003006;Nouzigout;18340;PLAIMPIED GIVAUDINS;18180;70;2.45019;47.0148
18003006;Grange Neuve;18340;PLAIMPIED GIVAUDINS;18180;70;2.4691;46.9885
18256001;le parc;18300;SAINT BOUIZE;18200;15;;
18252001;chateau la lande;18360;CELETTE;18041;20;;
18109007;la groux;18220;AIX D ANGILLON;18003;10;;
